id,name,themegroup,theme,subtheme,year,pieces,minifigs,package,retail_price
5549-1,LEGO Building Fun,Basic,Bricks and More,NA,2010,651,0,Box,29.99
5622-1,Duplo Basic Bricks - Large,Pre-school,Duplo,NA,2010,60,0,NA,NA
5623-1,LEGO Basic Bricks - Large,Basic,Bricks and More,NA,2010,450,0,Box,NA
5643-1,Little Piggy,Pre-school,Duplo,Farm,2010,4,1,NA,4.99
5644-1,Chicken Coop,Pre-school,Duplo,Farm,2010,11,1,NA,8.99
5645-1,Farm Bike,Pre-school,Duplo,Farm,2010,9,1,NA,9.99
5646-1,Farm Nursery,Pre-school,Duplo,Farm,2010,9,1,NA,11.99
5647-1,Big Tractor,Pre-school,Duplo,Farm,2010,12,1,NA,19.99
5648-1,Horse Stables,Pre-school,Duplo,Farm,2010,58,2,NA,39.99
5649-1,Big Farm,Pre-school,Duplo,Farm,2010,68,3,NA,59.99
5650-1,Front Loader,Pre-school,Duplo,Construction,2010,9,1,NA,12.99
5651-1,Dump Truck,Pre-school,Duplo,Construction,2010,10,1,NA,19.99
5652-1,Road Construction,Pre-school,Duplo,Construction,2010,27,2,NA,39.99
5653-1,Stone Quarry,Pre-school,Duplo,Construction,2010,48,3,NA,59.99
5654-1,Fishing Trip,Pre-school,Duplo,Holiday,2010,14,2,NA,14.99
5655-1,Caravan,Pre-school,Duplo,Holiday,2010,21,3,NA,29.99
5656-1,Pet Shop,Pre-school,Duplo,LEGO Ville,2010,29,2,NA,24.99
5657-1,Jessie's Round-Up,Pre-school,Duplo,Toy Story,2010,18,1,NA,14.99
5658-1,Pizza Planet Truck,Pre-school,Duplo,Toy Story,2010,13,2,NA,19.99
5659-1,The Great Train Chase,Pre-school,Duplo,Toy Story,2010,39,3,NA,34.99
5691-1,Alien Space Crane,Pre-school,Duplo,Toy Story,2010,23,3,NA,39.99
5813-1,Lightning McQueen,Pre-school,Duplo,Cars,2010,11,0,NA,14.99
5814-1,Mater's Yard,Pre-school,Duplo,Cars,2010,16,0,NA,19.99
5815-1,Flo's V-8 Cafe,Pre-school,Duplo,Cars,2010,32,0,NA,29.99
5816-1,Mack's Road Trip,Pre-school,Duplo,Cars,2010,34,0,NA,49.99
5864-1,Mini Helicopter,Model making,Creator,NA,2010,52,0,Canister,5.99
5865-1,Mini Dumper,Model making,Creator,NA,2010,60,0,Canister,5.99
5866-1,Rotor Rescue,Model making,Creator,NA,2010,149,0,Box,12.99
5867-1,Super Speedster,Model making,Creator,NA,2010,278,0,Box,19.99
5868-1,Ferocious Creatures,Model making,Creator,NA,2010,416,0,Box,29.99
5891-1,Apple Tree House,Model making,Creator,NA,2010,539,0,Box,44.99
5892-1,Sonic Boom,Model making,Creator,NA,2010,539,0,Box,59.99
5893-1,Off-Road Power,Model making,Creator,NA,2010,1061,0,Box,89.99000000000000
5898-1,Cars Building Set,Basic,Bricks and More,NA,2010,139,1,Box,9.99
5899-1,House Building Set,Basic,Bricks and More,NA,2010,134,2,Box,9.99
5981-1,Raid VPR,Action/Adventure,Space,Space Police 3,2010,69,2,Box,9.99
5982-1,Smash 'n' Grab,Action/Adventure,Space,Space Police 3,2010,188,2,Box,19.99
5983-1,Undercover Cruiser,Action/Adventure,Space,Space Police 3,2010,317,2,Box,29.99
5984-1,Lunar Limo,Action/Adventure,Space,Space Police 3,2010,391,3,Box,39.99
5985-1,Space Police Central,Action/Adventure,Space,Space Police 3,2010,631,5,Box,79.99000000000000
620-3,Blue Building Plate,Basic,Bricks and More,NA,2010,1,0,Shrink-wrapped,4.99
66341-1,Star Wars Super Pack 3 in 1,Licensed,Star Wars,Product Collection,2010,342,0,NA,NA
66342-1,City Super Pack 3 in 1,Modern day,City,Product Collection,2010,565,0,NA,NA
66344-1,Duplo Super Pack,Pre-school,Duplo,Product Collection,2010,33,0,NA,NA
66345-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,296,0,NA,NA
66357-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,1053,0,NA,NA
66358-1,City Super Pack 3 in 1,Modern day,City,Product Collection,2010,510,0,NA,NA
66359-1,Super Pack 4 in 1,Technical,Technic,Product Collection,2010,804,0,Box,NA
66360-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,871,0,Box,NA
66362-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,289,0,NA,NA
66363-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,279,0,NA,NA
66364-1,Star Wars Super Pack 3 in 1,Licensed,Star Wars,Product Collection,2010,308,0,NA,NA
66365-1,Atlantis Super Pack 4 in 1,Action/Adventure,Atlantis,Product Collection,2010,691,0,Box,NA
66366-1,Star Wars Super Pack 3 in 1,Licensed,Star Wars,Product Collection,2010,531,0,NA,NA
66367-1,Bonus/Value Pack,Pre-school,Duplo,Product Collection,2010,68,0,NA,NA
66368-1,Star Wars Super Pack 3 in 1,Licensed,Star Wars,Product Collection,2010,316,0,NA,NA
66373-1,Fun Favor Pack,Miscellaneous,Miscellaneous,Product Collection,2010,72,0,NA,19.99
66374-1,City Super Pack 4 in 1,Modern day,City,Product Collection,2010,1224,0,NA,NA
66405-1,City Trains Super Pack 4-in-1,Modern day,City,Product Collection,2011,1232,0,Box,NA
7116-1,Tahu,Construction,Bionicle,Stars,2010,19,0,NA,7.99
7117-1,Gresh,Construction,Bionicle,Stars,2010,19,0,NA,7.99
7135-1,Takanuva,Construction,Bionicle,Stars,2010,21,0,NA,7.99
7136-1,Skrall,Construction,Bionicle,Stars,2010,21,0,NA,7.99
7137-1,Piraka,Construction,Bionicle,Stars,2010,15,0,NA,7.99
7138-1,Rahkshi,Construction,Bionicle,Stars,2010,18,0,NA,7.99
7145-1,Von Nebula,Construction,HERO Factory,NA,2010,156,0,NA,19.99
7147-1,XPlode,Construction,HERO Factory,NA,2010,45,0,NA,12.99
7148-1,Meltdown,Construction,HERO Factory,NA,2010,50,0,NA,12.99
7156-1,Corroder,Construction,HERO Factory,NA,2010,40,0,NA,12.99
7157-1,Thunder,Construction,HERO Factory,NA,2010,47,0,NA,12.99
7158-1,Furno Bike,Construction,HERO Factory,NA,2010,165,0,NA,29.99
7160-1,Drop Ship,Construction,HERO Factory,NA,2010,390,0,NA,49.99
7162-1,Rotor,Construction,HERO Factory,NA,2010,145,0,NA,19.99
7164-1,Preston Stormer,Construction,HERO Factory,NA,2010,17,0,NA,7.99
7165-1,Natalie Breez,Construction,HERO Factory,NA,2010,19,0,NA,7.99
7167-1,William Furno,Construction,HERO Factory,NA,2010,19,0,NA,7.99
7168-1,Duncan Bulk,Construction,HERO Factory,NA,2010,17,0,NA,7.99
7169-1,Mark Surge,Construction,HERO Factory,NA,2010,19,0,NA,7.99
7170-2,Jimi Stringer,Construction,HERO Factory,NA,2010,17,0,NA,7.99
7179-1,Bulk and Vapour,Construction,HERO Factory,NA,2010,89,0,NA,24.99
7206-1,Fire Helicopter,Modern day,City,Fire,2010,342,3,Box,39.99
7207-1,Fire Boat,Modern day,City,Fire,2010,306,4,Box,49.99
7208-1,Fire Station,Modern day,City,Fire,2010,662,4,Box,79.99000000000000
7213-1,Off-Road Fire Truck & Fireboat,Modern day,City,Fire,2010,388,3,Box,39.99
7566-1,Farmer,Modern day,City,Farm,2010,16,1,Box,3.9900000000000000
7567-1,Traveller,Modern day,City,Airport,2010,21,1,Box,3.9900000000000000
7569-1,Desert Attack,Licensed,Prince of Persia,NA,2010,57,4,Box,10.99
7570-1,The Ostrich Race,Licensed,Prince of Persia,NA,2010,169,3,Box,19.99
7571-1,The Fight for the Dagger,Licensed,Prince of Persia,NA,2010,258,4,Box,29.99
7572-1,Quest Against Time,Licensed,Prince of Persia,NA,2010,506,4,Box,49.99
7573-1,Battle of Alamut,Licensed,Prince of Persia,NA,2010,821,7,Box,79.99000000000000
7590-1,Woody and Buzz to the Rescue,Licensed,Toy Story,Original Film,2010,92,2,Box,19.99
7591-1,Construct-a-Zurg,Licensed,Toy Story,NA,2010,118,1,Box,24.99
7592-1,Construct-a-Buzz,Licensed,Toy Story,NA,2010,205,1,Box,24.99
7593-1,Buzz's Star Command Spaceship,Licensed,Toy Story,NA,2010,257,2,Box,29.99
7594-1,Woody's Roundup!,Licensed,Toy Story,Toy Story 2,2010,502,3,Box,49.99
7595-1,Army Men on Patrol,Licensed,Toy Story,Original Film,2010,90,4,Box,10.99
7596-1,Trash Compactor Escape,Licensed,Toy Story,Toy Story 3,2010,370,3,Box,49.99
7597-1,Western Train Chase,Licensed,Toy Story,Toy Story 3,2010,584,3,Box,79.99000000000000
7598-1,Pizza Planet Truck Rescue,Licensed,Toy Story,Toy Story 2,2010,225,2,Box,39.99
7599-1,Garbage Truck Getaway,Licensed,Toy Story,Toy Story 3,2010,402,3,Box,49.99
7684-1,Pig Farm & Tractor,Modern day,City,Farm,2010,256,2,Box,34.99
7688-1,LEGO Sports Plane,Modern day,City,Airport,2010,105,1,Box,NA
7789-1,Lotso's Dump Truck,Licensed,Toy Story,Toy Story 3,2010,129,1,Box,19.99
7848-1,Toys R Us City Truck,Modern day,City,Traffic,2010,356,3,Box,44.99
7936-1,Level Crossing,Modern day,City,Trains,2010,142,1,Box,19.99
7937-1,Train Station,Modern day,City,Trains,2010,361,4,Box,49.99
7938-1,Passenger Train,Modern day,City,Trains,2010,669,3,Box,129.99
7939-1,Cargo Train,Modern day,City,Trains,2010,839,4,Box,179.99
7946-1,King's Castle,Historical,Castle,Kingdoms,2010,933,8,Box,99.99000000000000
7947-1,Prison Tower Rescue,Historical,Castle,Kingdoms,2010,365,5,Box,49.99
7948-1,Outpost Attack,Historical,Castle,Kingdoms,2010,194,3,Box,19.99
7949-1,Prison Carriage Rescue,Historical,Castle,Kingdoms,2010,50,3,Box,9.99
7950-1,Knight's Showdown,Historical,Castle,Kingdoms,2010,61,2,Box,6.99
7952-1,Kingdoms Advent Calendar,Historical,Castle,Seasonal,2010,167,9,Box,34.99
7953-1,Court Jester,Historical,Castle,Kingdoms,2010,22,1,Box,3.9900000000000000
7955-1,Wizard,Historical,Castle,Kingdoms,2010,19,1,Box,3.9900000000000000
7967-1,Fast,Racing,Racers,Power Racers,2010,69,0,Box,12.99
7968-1,Strong,Racing,Racers,Power Racers,2010,91,0,Box,12.99
7970-1,Hero,Racing,Racers,Power Racers,2010,68,0,Box,12.99
7971-1,Bad,Racing,Racers,Power Racers,2010,72,0,Box,12.99
8041-1,Race Truck,Technical,Technic,NA,2010,608,0,Box,59.99
8043-1,Motorized Excavator,Technical,Technic,NA,2010,1123,0,Box,199.99
8045-1,Mini Telehandler,Technical,Technic,NA,2010,117,0,Box,10.99
8046-1,Helicopter,Technical,Technic,NA,2010,152,0,Box,19.99
8047-1,Compact Excavator,Technical,Technic,NA,2010,252,0,Box,24.99
8048-1,Buggy,Technical,Technic,NA,2010,314,0,Box,39.99
8049-1,Tractor with Log Loader,Technical,Technic,NA,2010,525,0,Box,59.99
8051-1,Motorbike,Technical,Technic,NA,2010,467,0,Box,39.99
8052-1,Container Truck,Technical,Technic,NA,2010,686,0,Box,69.99000000000000
8053-1,Mobile Crane,Technical,Technic,NA,2010,1289,0,Box,99.99000000000000
8056-1,Monster Crab Clash,Action/Adventure,Atlantis,NA,2010,68,1,Box,6.99
8057-1,Wreck Raider,Action/Adventure,Atlantis,NA,2010,64,2,Box,9.99
8058-1,Guardian of the Deep,Action/Adventure,Atlantis,NA,2010,144,1,Box,14.99
8059-1,Seabed Scavenger,Action/Adventure,Atlantis,NA,2010,119,2,Box,14.99
8060-1,Typhoon Turbo Sub,Action/Adventure,Atlantis,NA,2010,197,2,Box,24.99
8061-1,Gateway of the Squid,Action/Adventure,Atlantis,NA,2010,354,3,Box,39.99
8072-1,Sea Jet,Action/Adventure,Atlantis,NA,2010,23,1,Box,3.9900000000000000
8073-1,Manta Warrior,Action/Adventure,Atlantis,NA,2010,13,1,Box,3.9900000000000000
8075-1,Neptune Carrier,Action/Adventure,Atlantis,NA,2010,476,4,Box,59.99
8076-1,Deep Sea Striker,Action/Adventure,Atlantis,NA,2010,260,1,Box,19.99
8077-1,Atlantis Exploration HQ,Action/Adventure,Atlantis,NA,2010,473,3,Box,49.99
8078-1,Portal of Atlantis,Action/Adventure,Atlantis,NA,2010,1007,7,Box,99.99000000000000
8079-1,Shadow Snapper,Action/Adventure,Atlantis,NA,2010,246,1,Box,29.99
8080-1,Undersea Explorer,Action/Adventure,Atlantis,NA,2010,364,1,Box,39.99
8083-1,Rebel Trooper Battle Pack,Licensed,Star Wars,Episode V,2010,79,4,Box,11.99
8084-1,Snowtrooper Battle Pack,Licensed,Star Wars,Episode V,2010,74,4,Box,11.99
8085-1,Freeco Speeder,Licensed,Star Wars,The Clone Wars,2010,177,2,Box,24.99
8086-1,Droid Tri-Fighter,Licensed,Star Wars,The Clone Wars,2010,268,3,Box,24.99
8087-1,TIE Defender,Licensed,Star Wars,Legends,2010,304,2,Box,49.99
8088-1,ARC-170 Starfighter,Licensed,Star Wars,Episode III,2010,396,4,Box,59.99
8089-1,Hoth Wampa Cave,Licensed,Star Wars,Episode V,2010,297,3,Box,39.99
8091-1,Republic Swamp Speeder,Licensed,Star Wars,Episode III,2010,176,5,Box,29.99
8092-1,Luke's Landspeeder,Licensed,Star Wars,Episode IV,2010,163,6,Box,24.99
8093-1,Plo Koon's Jedi Starfighter,Licensed,Star Wars,The Clone Wars,2010,175,2,Box,24.99
8095-1,General Grievous' Starfighter,Licensed,Star Wars,The Clone Wars,2010,454,4,Box,49.99
8096-1,Emperor Palpatine's Shuttle,Licensed,Star Wars,Episode III,2010,592,4,Box,59.99
8097-1,Slave I,Licensed,Star Wars,Episode V,2010,573,4,Box,79.99000000000000
8098-1,Clone Turbo Tank,Licensed,Star Wars,The Clone Wars,2010,NA,6,Box,119.99000000000000
8099-1,Midi-scale Imperial Star Destroyer,Licensed,Star Wars,Miscellaneous,2010,423,0,Box,39.99
8128-1,Cad Bane's Speeder,Licensed,Star Wars,The Clone Wars,2010,318,5,Box,49.99
8129-1,AT-AT Walker,Licensed,Star Wars,Episode V,2010,815,8,Box,109.99000000000000
8188-1,Fire Blaster,Action/Adventure,Power Miners,NA,2010,67,2,Box,9.99
8189-1,Magma Mech,Action/Adventure,Power Miners,NA,2010,183,2,Box,19.99
8190-1,Claw Catcher,Action/Adventure,Power Miners,NA,2010,259,2,Box,34.99
8191-1,Lavatraz,Action/Adventure,Power Miners,NA,2010,381,4,Box,49.99
8192-1,Lime Racer,Racing,Racers,Tiny Turbos,2010,44,0,Canister,5.99
8193-1,Blue Bullet,Racing,Racers,Tiny Turbos,2010,50,0,Canister,5.99
8194-1,Nitro Muscle,Racing,Racers,Tiny Turbos,2010,47,0,Canister,5.99
8195-1,Turbo Tow,Racing,Racers,Tiny Turbos,2010,43,0,Canister,5.99
8196-1,Chopper Jump,Racing,Racers,Tiny Turbos,2010,141,0,Box,14.99
8197-1,Highway Chaos,Racing,Racers,Tiny Turbos,2010,142,0,Box,14.99
8198-1,Ramp Crash,Racing,Racers,Tiny Turbos,2010,145,0,Box,14.99
8199-1,Security Smash,Racing,Racers,Tiny Turbos,2010,135,0,Box,14.99
8211-1,Brick Street Getaway,Racing,Racers,Tiny Turbos,2010,552,0,Box,39.99
8214-1,Lamborghini Polizia,Racing,Racers,Lamborghini,2010,801,0,Box,59.99
8403-1,City House,Modern day,City,General,2010,383,3,Box,39.99
8404-1,Public Transport Station,Modern day,City,Traffic,2010,864,6,Box,99.99000000000000
8409-1,Spidermonkey,Construction,Ben 10: Alien Force,NA,2010,21,0,NA,14.99
8410-1,Swampfire,Construction,Ben 10: Alien Force,NA,2010,22,0,NA,14.99
8411-1,ChromaStone,Construction,Ben 10: Alien Force,NA,2010,21,0,NA,14.99
8517-1,Humungousaur,Construction,Ben 10: Alien Force,NA,2010,14,0,NA,14.99
8518-1,Jet Ray,Construction,Ben 10: Alien Force,NA,2010,16,0,NA,14.99
8519-1,Big Chill,Construction,Ben 10: Alien Force,NA,2010,20,0,NA,14.99
852769-1,Vintage Minifigure Collection Vol. 5,Miscellaneous,Miscellaneous,Minifigure collection,2010,20,5,Box,17.99
852771-1,Minifigure Ice Cube Tray,Miscellaneous,Gear,Housewares,2010,NA,0,NA,7.99
852774-1,Shark Warrior Key Chain,Miscellaneous,Gear,Key Chains/Atlantis,2010,NA,0,NA,4.99
852777-1,Magnet Set,Miscellaneous,Gear,Magnets/Atlantis,2010,NA,3,NA,14.99
852786-1,Rose,Miscellaneous,Gear,Seasonal,2010,NA,0,NA,4.99
852815-1,White Spaceman Key Chain,Miscellaneous,Gear,Key Chains/Space,2010,NA,0,NA,4.99
852820-1,Minifig Display Box,Miscellaneous,Gear,Storage,2010,NA,0,NA,14.99
852837-1,C-3PO,Miscellaneous,Gear,Key Chains/Star Wars,2010,NA,0,NA,4.99
852838-1,Wicket,Miscellaneous,Gear,Key Chains/Star Wars,2010,NA,0,NA,4.99
852842-1,Biker Scout,Miscellaneous,Gear,Key Chains/Star Wars,2010,NA,0,NA,4.99
852843-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2010,NA,3,NA,14.99
852844-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2010,NA,3,Blister pack,14.99
852845-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2010,NA,3,NA,14.99
852848-1,Woody Key Chain,Miscellaneous,Gear,Key Chains/Toy Story,2010,NA,0,NA,4.99
852856-1,LEGO Club Max Key Chain,Miscellaneous,Gear,Key Chains/Miscellaneous,2010,NA,0,NA,4.99
852858-1,Foldable red shopping bag,Miscellaneous,Gear,Bags,2010,NA,0,NA,NA
852911-1,Court Jester Key Chain,Miscellaneous,Gear,Key Chains/Castle,2010,NA,0,NA,4.99
852921-1,Battle Pack,Historical,Castle,Kingdoms,2010,36,5,NA,14.99
852922-1,Battle Pack,Historical,Castle,Kingdoms,2010,37,5,NA,14.99
852942-1,Prince of Persia Magnet Set,Miscellaneous,Gear,Magnets/Prince of Persia,2010,NA,3,NA,14.99
852948-1,Female Minifigure Magnet Set,Miscellaneous,Gear,Magnets/Minifigures,2010,NA,3,NA,14.99
852949-1,Toy Story Magnet Set,Miscellaneous,Gear,Magnets/Toy Story,2010,NA,3,NA,14.99
852950-1,Alien Key Chain,Miscellaneous,Gear,Key Chains/Toy Story,2010,NA,0,NA,4.99
852979-1,Albus Dumbledore Key Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,NA,0,NA,4.99
852980-1,Severus Snape Key Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,NA,0,NA,4.99
852981-1,Dobby Key Chain,Miscellaneous,Gear,Key Chains/Harry Potter,2010,NA,0,NA,4.99
852982-1,Harry Potter Magnet Set,Miscellaneous,Gear,Magnets/Harry Potter,2010,NA,3,NA,14.99
852983-1,Harry Potter Magnet Set,Miscellaneous,Gear,Magnets/Harry Potter,2010,NA,3,NA,14.99
852985-1,Duck Key Chain,Miscellaneous,Gear,Key Chains/Animal,2010,NA,0,NA,4.99
852986-1,Crocodile Key Chain,Miscellaneous,Gear,Key Chains/Animal,2010,NA,0,NA,4.99
852987-1,Penguin Key Chain,Miscellaneous,Gear,Key Chains/Animal,2010,NA,0,NA,4.99
852995-1,Ducks,Miscellaneous,Miscellaneous,NA,2010,15,0,Blister pack,NA
852996-1,LEGO Club Max,Miscellaneous,Promotional,Minifigure,2010,4,1,Polybag,0
852997-1,LEGO 2011 US Calendar,Miscellaneous,Gear,Stationery,2010,NA,0,NA,9.99
852998-1,Birthday Party Kit,Miscellaneous,Gear,Miscellaneous,2010,NA,0,NA,39.99
853037-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2010,NA,3,NA,14.99
8683-0,LEGO Minifigures Series 1 {Random bag},Miscellaneous,Collectable Minifigures,Series 01,2010,NA,0,NA,1.99
8683-1,Tribal Hunter,Miscellaneous,Collectable Minifigures,Series 01,2010,9,1,Foil pack,1.99
8683-10,Super Wrestler,Miscellaneous,Collectable Minifigures,Series 01,2010,5,1,Foil pack,1.99
8683-11,Nurse,Miscellaneous,Collectable Minifigures,Series 01,2010,8,1,Foil pack,1.99
8683-12,Ninja,Miscellaneous,Collectable Minifigures,Series 01,2010,7,1,Foil pack,1.99
8683-13,Spaceman,Miscellaneous,Collectable Minifigures,Series 01,2010,9,1,Foil pack,1.99
8683-14,Forestman,Miscellaneous,Collectable Minifigures,Series 01,2010,9,1,Foil pack,1.99
8683-15,Deep Sea Diver,Miscellaneous,Collectable Minifigures,Series 01,2010,9,1,Foil pack,1.99
8683-16,Cowboy,Miscellaneous,Collectable Minifigures,Series 01,2010,8,1,Foil pack,1.99
8683-17,LEGO Minifigures Series 1 - Complete,Miscellaneous,Collectable Minifigures,Series 01,2010,115,16,Foil pack,NA
8683-18,LEGO Minifigures Series 1 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 01,2010,60,0,Box,NA
8683-2,Cheerleader,Miscellaneous,Collectable Minifigures,Series 01,2010,7,1,Foil pack,1.99
8683-3,Caveman,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8683-4,Circus Clown,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8683-5,Zombie,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8683-6,Skater,Miscellaneous,Collectable Minifigures,Series 01,2010,8,1,Foil pack,1.99
8683-7,Robot,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8683-8,Demolition Dummy,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8683-9,Magician,Miscellaneous,Collectable Minifigures,Series 01,2010,6,1,Foil pack,1.99
8684-0,LEGO Minifigures Series 2 {Random bag},Miscellaneous,Collectable Minifigures,Series 02,2010,NA,0,NA,1.99
8684-1,Mariachi,Miscellaneous,Collectable Minifigures,Series 02,2010,9,1,Foil pack,1.99
8684-10,Weightlifter,Miscellaneous,Collectable Minifigures,Series 02,2010,8,1,Foil pack,1.99
8684-11,Pop Star,Miscellaneous,Collectable Minifigures,Series 02,2010,7,1,Foil pack,1.99
8684-12,Skier,Miscellaneous,Collectable Minifigures,Series 02,2010,10,1,Foil pack,1.99
8684-13,Disco Dude,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-14,Karate Master,Miscellaneous,Collectable Minifigures,Series 02,2010,7,1,Foil pack,1.99
8684-15,Surfer,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-16,Pharaoh,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-17,LEGO Minifigures Series 2 - Complete,Miscellaneous,Collectable Minifigures,Series 02,2010,115,16,Foil pack,NA
8684-18,LEGO Minifigures Series 2 - Sealed Box,Miscellaneous,Collectable Minifigures,Series 02,2010,60,0,Box,NA
8684-2,Spartan Warrior,Miscellaneous,Collectable Minifigures,Series 02,2010,8,1,Foil pack,1.99
8684-3,Ringmaster,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-4,Witch,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-5,Vampire,Miscellaneous,Collectable Minifigures,Series 02,2010,7,1,Foil pack,1.99
8684-6,Traffic Cop,Miscellaneous,Collectable Minifigures,Series 02,2010,8,1,Foil pack,1.99
8684-7,Explorer,Miscellaneous,Collectable Minifigures,Series 02,2010,8,1,Foil pack,1.99
8684-8,Life Guard,Miscellaneous,Collectable Minifigures,Series 02,2010,6,1,Foil pack,1.99
8684-9,Mime,Miscellaneous,Collectable Minifigures,Series 02,2010,7,1,Foil pack,1.99
8863-1,Blizzard's Peak,Racing,World Racers,NA,2010,504,6,Box,59.99
8864-1,Desert of Destruction,Racing,World Racers,NA,2010,961,8,Box,89.99000000000000
8896-1,Snake Canyon,Racing,World Racers,NA,2010,57,2,Box,9.99
8897-1,Jagged Jaws Reef,Racing,World Racers,NA,2010,191,2,Box,19.99
8898-1,Wreckage Road,Racing,World Racers,NA,2010,288,4,Box,29.99
8899-1,Gator Swamp,Racing,World Racers,NA,2010,354,5,Box,39.99
9091-1,Playhouse Set,Educational,Education,NA,2010,125,0,NA,NA
9207-1,Community Vehicles Set,Educational,Education,NA,2010,NA,7,NA,NA
9217-1,Farm Set,Educational,Education,NA,2010,NA,4,NA,NA
9311-1,City Buildings Set,Educational,Education,NA,2010,822,9,NA,NA
9314-1,Rescue Services Set,Educational,Education,NA,2010,1490,0,NA,149.95000000000000
9333-1,Vehicles Set,Educational,Education,NA,2010,934,0,NA,NA
9334-1,Animals Set,Educational,Education,NA,2010,NA,0,NA,NA
9335-1,Space & Airport Set,Educational,Education,NA,2010,1189,0,NA,NA
9384-1,Bricks Set,Educational,Education,NA,2010,884,0,NA,NA
9385-1,Sceneries Set,Educational,Education,NA,2010,1207,0,NA,NA
9386-1,"Doors, Windows",Educational,Education,NA,2010,278,0,NA,NA
9667-1,LEGO Solar Panel,Educational,Education,Mindstorms,2010,1,0,NA,NA
9668-1,Energy Display,Educational,Education,Mindstorms,2010,1,0,NA,NA
9669-1,Energy Storage,Educational,Education,Mindstorms,2010,1,0,NA,16.95
9670-1,E-Motor,Educational,Education,Mindstorms,2010,1,0,NA,16.95
9688-1,Renewable Energy Add-On Set,Educational,Education,NA,2010,12,0,NA,99.95
9693-1,NXT DC Rechargeable Battery,Educational,Education,NA,2010,1,0,NA,79.99000000000000
9694-1,Colour Sensor,Educational,Education,NA,2010,1,0,NA,39.99
9695-1,LEGO Mindstorms Education Resource Set,Educational,Education,Mindstorms,2010,817,0,NA,99.95
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,Miscellaneous,Miscellaneous,FIRST LEGO League,2010,NA,0,NA,NA
AUSTIN-1,{Bat},Miscellaneous,Promotional,LEGO brand store opening set,2010,82,0,None (loose parts),0
CALGARY-1,{Bucking Bronco},Miscellaneous,Promotional,LEGO brand store opening set,2010,130,0,None (loose parts),NA
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,Miscellaneous,Promotional,Cube Dudes,2010,496,0,Box,75
ELMHURST-1,{Subway Car},Miscellaneous,Promotional,LEGO brand store opening set,2010,95,0,NA,NA
GARDENCITY-1,{Spirit of St Louis},Miscellaneous,Promotional,LEGO brand store opening set,2010,88,0,NA,NA
GLENDALE-1,{Rattlesnake},Miscellaneous,Promotional,LEGO brand store opening set,2010,140,0,None (loose parts),0
HOUSTON-2,{Bull and Rider},Miscellaneous,Promotional,LEGO brand store opening set,2010,143,0,NA,NA
MIAMI-1,{Art Deco Hotel},Miscellaneous,Promotional,LEGO brand store opening set,2010,142,0,None (loose parts),0
MINNEAPOLIS-2,{Robot},Miscellaneous,Promotional,LEGO brand store opening set,2010,125,0,NA,NA
MMMB023-1,Chick,Miscellaneous,Promotional,Monthly Mini Model Build,2010,NA,0,None (loose parts),0
MMMB026-1,Watermelon,Miscellaneous,Promotional,Monthly Mini Model Build,2010,43,0,None (loose parts),0
NEWARK-1,{Transport Plane},Miscellaneous,Promotional,LEGO brand store opening set,2010,133,0,None (loose parts),0
NUREMBERG-1,{Nuremberg Castle},Miscellaneous,Promotional,LEGO brand store opening set,2010,126,0,None (loose parts),NA
TROY-1,{Classic Car},Miscellaneous,Promotional,LEGO brand store opening set,2010,103,0,NA,NA
WIESBADEN-1,{Biebrich Palace},Miscellaneous,Promotional,LEGO brand store opening set,2010,146,0,NA,NA
10193-1,Medieval Market Village,Historical,Castle,NA,2009,1601,8,Box,99.99000000000000
10194-1,Emerald Night,Model making,Creator Expert,Trains,2009,1085,3,Box,99.99000000000000
