id,name,themegroup,theme,subtheme,year,pieces,minifigs,package,retail_price
100STORES-1,100 Stores minifigure,Miscellaneous,Promotional,LEGO brand stores,2019,NA,0,Blister pack,NA
10264-1,Corner Garage,Model making,Creator Expert,Modular Buildings,2019,2569,6,Box,199.99
10265-1,Ford Mustang,Model making,Creator Expert,Vehicles,2019,1471,0,Box,149.99
10766-1,Woody & RC,Licensed,Toy Story,Toy Story 4,2019,69,0,Box,9.99
10769-1,RV Vacation,Licensed,Toy Story,Toy Story 4,2019,178,0,Box,34.99
10770-1,Buzz & Woody's Carnival Mania!,Licensed,Toy Story,Toy Story 4,2019,230,0,Box,49.99
10771-1,Carnival Thrill Coaster,Licensed,Toy Story,Toy Story 4,2019,98,0,Box,19.99
10883-1,My First Tow Truck,Pre-school,Duplo,NA,2019,11,0,Box,9.99
10884-1,My First Balancing Animals,Pre-school,Duplo,NA,2019,15,0,Box,14.99
10885-1,My First Fun Puzzle,Pre-school,Duplo,NA,2019,NA,0,NA,19.99
10886-1,My First Car Creations,Pre-school,Duplo,NA,2019,34,0,NA,19.99
10887-1,Creative Fun,Pre-school,Duplo,NA,2019,120,0,Box,39.99
10893-1,Spider-Man vs. Electro,Pre-school,Duplo,Spider-Man,2019,29,0,NA,19.99
10894-1,Train,Pre-school,Duplo,Toy Story,2019,21,0,Box,19.99
10895-1,Emmet and Lucy's Visitors from the DUPLO Planet,Pre-school,Duplo,NA,2019,53,2,Box,29.99
10897-1,My First Minnie Build,Pre-school,Duplo,NA,2019,10,0,NA,9.99
10898-1,My First Mickey Build,Pre-school,Duplo,NA,2019,9,0,NA,9.99
10900-1,Police Bike,Pre-school,Duplo,NA,2019,8,0,Box,9.99
10901-1,Fire Truck,Pre-school,Duplo,NA,2019,21,0,Box,19.99
10902-1,Police Station,Pre-school,Duplo,NA,2019,38,0,NA,29.99
10903-1,Fire Station,Pre-school,Duplo,NA,2019,76,0,NA,49.99
10908-1,Plane,Pre-school,Duplo,NA,2019,12,1,Box,9.99
11001-1,Bricks and Ideas,Basic,Classic,NA,2019,123,0,NA,9.99
11002-1,Basic Brick Set,Basic,Classic,NA,2019,300,0,NA,19.99
11003-1,Bricks and Eyes,Basic,Classic,NA,2019,451,0,NA,29.99
11005-1,Creative Fun,Basic,Classic,NA,2019,900,0,Box,39.99
2000700-1,LME Replacement Pack 1,Educational,Education,Mindstorms,2015,70,0,Polybag,NA
21043-1,San Francisco,Model making,Architecture,Skylines,2019,565,0,Box,49.99
21044-1,Paris,Model making,Architecture,Skylines,2019,649,0,Box,49.99
21148-1,Minecraft Steve BigFig with Parrot,Licensed,Minecraft,Bigfigs Series 1,2019,159,0,Box,14.99
21149-1,Minecraft Alex BigFig with Chicken,Licensed,Minecraft,Bigfigs Series 1,2019,160,0,Box,14.99
21150-1,Minecraft Skeleton BigFig with Magma Cube,Licensed,Minecraft,Bigfigs Series 1,2019,142,0,Box,14.99
21151-1,The End Battle,Licensed,Minecraft,Minifig-scale,2019,222,2,Box,19.99
21152-1,Pirate Ship,Licensed,Minecraft,Minifig-scale,2019,386,3,Box,39.99
21316-1,The Flintstones,Miscellaneous,Ideas,Licensed,2019,748,4,Box,59.99
30327-1,My First Duck,Pre-school,Duplo,NA,2019,NA,0,Polybag,NA
30328-1,Town Rescue - Dog,Pre-school,Duplo,NA,2019,NA,0,Polybag,NA
30340-1,Emmet's 'Piece' Offering,Licensed,The Lego Movie 2: The Second Part,NA,2019,44,1,Polybag,NA
30361-1,Fire ATV,Modern day,City,Fire,2019,39,1,Polybag,NA
30362-1,Sky Police Jetpack,Modern day,City,Sky Police,2019,33,2,Polybag,3.9900000000000000
30363-1,Jet-Ski,Modern day,City,NA,2019,33,1,Polybag,NA
30364-1,Popcorn Cart,Modern day,City,NA,2019,43,1,Polybag,NA
30393-1,Steve and Creeper Set,Licensed,Minecraft,Minifig-scale,2019,NA,2,Polybag,NA
30408-1,Tulips,Girls,Friends,NA,2019,NA,0,Polybag,NA
30409-1,Emma's Bumper Cars,Girls,Friends,NA,2019,NA,1,Polybag,NA
30451-1,Spider-Man's Mini Spider Crawler,Licensed,Marvel Super Heroes,Spider-Man,2019,38,1,Polybag,NA
30460-1,Rex's Plantimal Ambush,Licensed,The Lego Movie 2: The Second Part,NA,2019,32,1,Polybag,NA
30527-1,Lucy vs. Alien Invader,Licensed,The Lego Movie 2: The Second Part,NA,2019,44,1,Polybag,NA
30528-1,Mini Master-Building MetalBeard,Licensed,The Lego Movie 2: The Second Part,NA,2019,42,1,Polybag,NA
30529-1,Mini Master-Building Emmet,Licensed,The Lego Movie 2: The Second Part,NA,2019,49,1,Polybag,NA
30533-1,Sam-X,Action/Adventure,Ninjago,Legacy,2019,NA,0,Polybag,NA
30534-1,Ninja Workout,Action/Adventure,Ninjago,Legacy,2019,31,1,Polybag,NA
30535-1,Fire Flight,Action/Adventure,Ninjago,Legacy,2019,NA,1,Polybag,NA
30545-1,Fish Free Builds - Make It Yours,Model making,Creator,NA,2019,NA,0,Polybag,NA
30571-1,Pelican,Model making,Creator,NA,2019,62,0,Polybag,3.9900000000000000
30572-1,Race Car,Model making,Creator,NA,2019,NA,0,Polybag,NA
30573-1,Santa,Model making,Creator,NA,2019,NA,0,Polybag,NA
30620-1,Star-Stuck Emmet,Licensed,The Lego Movie 2: The Second Part,NA,2019,NA,1,Polybag,NA
31086-1,Futuristic Flyer,Model making,Creator,NA,2019,157,0,Box,14.99
31087-1,Dune Buggy,Model making,Creator,NA,2019,147,0,Box,12.99
31088-1,Deep Sea Creatures,Model making,Creator,NA,2019,230,0,Box,14.99
31089-1,Sunset Track Racer,Model making,Creator,NA,2019,221,0,Box,19.99
31090-1,Underwater Robot,Model making,Creator,NA,2019,207,0,Box,19.99
31091-1,Shuttle Transporter,Model making,Creator,NA,2019,341,0,Box,24.99
31092-1,Helicopter Adventure,Model making,Creator,NA,2019,114,0,Box,9.99
31093-1,Riverside Houseboat,Model making,Creator,NA,2019,396,2,Box,39.99
31094-1,Race Plane,Model making,Creator,NA,2019,333,1,Box,29.99
40186-1,Year of the Pig,Miscellaneous,Seasonal,Chinese New Year,2019,152,0,Box,NA
40321-1,Jet Fighter,Miscellaneous,Promotional,Monthly Mini Model Build,2019,NA,0,Polybag,NA
40322-1,Caterpillar,Miscellaneous,Promotional,Monthly Mini Model Build,2019,NA,0,Polybag,NA
40341-1,Sea Accessories,Miscellaneous,Xtra,NA,2019,24,0,Polybag,NA
40347-1,LEGOLAND Driving School,Miscellaneous,Promotional,LEGOLAND,2019,NA,0,Box,NA
40348-1,Birthday Clown,Licensed,BrickHeadz,Seasonal,2019,150,0,Box,9.99
40349-1,Valentine's Puppy,Licensed,BrickHeadz,Seasonal,2019,150,0,Box,9.99
40350-1,Easter Chick,Licensed,BrickHeadz,Seasonal,2019,NA,0,Box,9.99
40351-1,Ghost,Licensed,BrickHeadz,Seasonal,2019,NA,0,Box,NA
40353-1,"Reindeer, Elf & Elfie",Licensed,BrickHeadz,Seasonal,2019,NA,0,Box,NA
40354-1,Dragon Dance Guy,Licensed,BrickHeadz,Seasonal,2019,170,0,Box,9.99
40359-1,LEGO Store Picture Frame,Miscellaneous,Miscellaneous,Photo Frames,2019,170,0,Box,NA
40360-1,Name Sign,Girls,Friends,NA,2019,91,0,Box,9.99
41158-1,Jasmine's Petite Tower,Licensed,Disney,Aladdin,2019,49,1,NA,9.99
41159-1,Cinderella's Carriage Ride,Licensed,Disney,Cinderella,2019,91,1,NA,19.99
41160-1,Ariel's Castle,Licensed,Disney,The Little Mermaid,2019,115,1,NA,24.99
41161-1,Aladdin's and Jasmine's Palace Adventures,Licensed,Disney,Aladdin,2019,193,2,NA,29.99
41162-1,"Ariel, Aurora, and Tiana's Royal Celebration",Licensed,Disney,Miscellaneous,2019,282,3,NA,39.99
41163-1,Rapunzel's Small Tower,Licensed,Disney,Tangled,2019,44,1,NA,9.99
41354-1,Andrea's Heart Box,Girls,Friends,NA,2019,84,1,NA,7.99
41355-1,Emma's Heart Box,Girls,Friends,NA,2019,85,1,NA,7.99
41356-1,Stephanie's Heart Box,Girls,Friends,NA,2019,85,1,NA,7.99
41357-1,Olivia's Heart Box,Girls,Friends,NA,2019,85,1,NA,7.99
41358-1,Mia's Heart Box,Girls,Friends,NA,2019,83,1,NA,7.99
41359-1,Heart Box Friendship Pack,Girls,Friends,NA,2019,199,2,NA,19.99
41360-1,Emma's Mobile Veterinary Clinic,Girls,Friends,NA,2019,50,1,NA,9.99
41361-1,Mia's Foal Stable,Girls,Friends,NA,2019,118,1,NA,19.99
41363-1,Mia's Forest Adventures,Girls,Friends,NA,2019,134,1,NA,14.99
41364-1,Stephanie's Buggy & Trailer,Girls,Friends,NA,2019,166,1,NA,19.99
41365-1,Emma's Art Studio,Girls,Friends,NA,2019,235,2,Box,24.99
41366-1,Olivia's Cupcake Cafe,Girls,Friends,NA,2019,335,2,NA,29.99
41367-1,Stephanie's Obstacle Course,Girls,Friends,NA,2019,337,2,NA,39.99
41368-1,Andrea's Talent Show,Girls,Friends,NA,2019,492,2,NA,49.99
41369-1,Mia's House,Girls,Friends,NA,2019,715,3,NA,69.99000000000000
41383-1,Olivia's Hamster Playground,Girls,Friends,NA,2019,81,1,NA,9.99
41634-1,Emmet,Licensed,BrickHeadz,The LEGO Movie 2: The Second Part,2019,113,0,Box,14.99
41635-1,Wyldstyle,Licensed,BrickHeadz,The LEGO Movie 2: The Second Part,2019,134,0,Box,14.99
41636-1,Benny,Licensed,BrickHeadz,The LEGO Movie 2: The Second Part,2019,103,0,Box,9.99
41637-1,Sweet Mayhem,Licensed,BrickHeadz,The LEGO Movie 2: The Second Part,2019,137,0,Box,9.99
42088-1,Cherry Picker,Technical,Technic,NA,2019,155,0,NA,9.99
42089-1,Power Boat,Technical,Technic,NA,2019,174,0,Box,14.99
42090-1,Getaway Truck,Technical,Technic,NA,2019,128,0,Box,19.99
42091-1,Police Pursuit,Technical,Technic,NA,2019,120,0,Box,19.99
42092-1,Rescue Helicopter,Technical,Technic,NA,2019,325,0,Box,39.99
42093-1,Chevrolet Corvette ZR1,Technical,Technic,NA,2019,579,0,Box,49.99
42094-1,Tracked Loader,Technical,Technic,NA,2019,827,0,Box,79.99000000000000
42095-1,Remote-Controlled Stunt Racer,Technical,Technic,NA,2019,324,0,Box,99.99000000000000
42096-1,Porsche 911 RSR,Technical,Technic,NA,2019,1580,0,Box,149.99
5005700-1,Emmet Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2019,NA,0,NA,24.99
5005701-1,Unikitty Buildable Watch with Figure Link,Miscellaneous,Gear,Watches/Clocks,2019,NA,0,NA,24.99
5005703-1,Wyldstyle Minifigure Link Watch,Miscellaneous,Gear,Watches/Clocks,2019,NA,0,NA,24.99
5005775-1,The LEGO Movie 2 Awesome Trading Cards,Miscellaneous,Gear,Trading Cards,2019,NA,0,Foil pack,NA
5005777-1,The LEGO Movie 2 Awesome Collector Album,Miscellaneous,Gear,Trading Cards,2019,NA,0,Shrink-wrapped,NA
60206-1,Jet Patrol,Modern day,City,Sky Police,2019,54,2,Box,9.99
60207-1,Drone Chase,Modern day,City,Sky Police,2019,192,3,Box,29.99
60208-1,Parachute Arrest,Modern day,City,Sky Police,2019,218,4,Box,39.99
60209-1,Diamond Heist,Modern day,City,Sky Police,2019,400,4,Box,59.99
60210-1,Air Base,Modern day,City,Sky Police,2019,529,6,Box,89.99000000000000
60212-1,Barbecue Burn Out,Modern day,City,Fire,2019,64,2,Box,9.99
60213-1,Dock Side Fire,Modern day,City,Fire,2019,97,2,Box,19.99
60214-1,Burger Bar Fire Rescue,Modern day,City,Fire,2019,327,3,Box,39.99
60215-1,Fire Station,Modern day,City,Fire,2019,509,4,Box,69.99000000000000
60216-1,Downtown Fire Brigade,Modern day,City,Fire,2019,943,7,Box,99.99000000000000
60217-1,Fire Plane,Modern day,City,Fire,2019,363,3,Box,59.99
60218-1,Desert Rally Racer,Modern day,City,NA,2019,75,1,Box,9.99
60219-1,Construction Loader,Modern day,City,Construction,2019,88,1,Box,9.99
60220-1,Garbage Truck,Modern day,City,NA,2019,90,2,Box,19.99
60221-1,Diving Yacht,Modern day,City,NA,2019,148,2,Box,19.99
60222-1,Snow Groomer,Modern day,City,NA,2019,197,2,Box,19.99
60223-1,Harvester Transport,Modern day,City,Traffic,2019,358,3,Box,29.99
60236-1,Straight & T-Junction,Modern day,City,NA,2019,2,0,Shrink-wrapped,14.99
60237-1,Curves & Crossroad,Modern day,City,NA,2019,2,0,Shrink-wrapped,14.99
60239-1,Police Patrol Car,Modern day,City,Sky Police,2019,92,1,Box,9.99
60240-1,Kayak Adventure,Modern day,City,NA,2019,84,1,Box,9.99
70659-1,Spinjitzu Kai,Action/Adventure,Ninjago,Spinjitzu,2019,97,1,Box,9.99
70660-1,Spinjitzu Jay,Action/Adventure,Ninjago,Spinjitzu,2019,97,1,Box,9.99
70661-1,Spinjitzu Zane,Action/Adventure,Ninjago,Spinjitzu,2019,109,1,Box,9.99
70662-1,Spinjitzu Cole,Action/Adventure,Ninjago,Spinjitzu,2019,117,1,Box,9.99
70663-1,Spinjitzu Nya & Wu,Action/Adventure,Ninjago,Spinjitzu,2019,227,2,Box,19.99
70664-1,Spinjitzu Lloyd vs. Garmadon,Action/Adventure,Ninjago,Spinjitzu,2019,208,2,Box,19.99
70665-1,The Samurai Mech,Action/Adventure,Ninjago,Legacy,2019,154,3,Box,14.99
70666-1,The Golden Dragon,Action/Adventure,Ninjago,Legacy,2019,171,3,Box,19.99
70667-1,Kai's Blade Cycle & Zane's Snowmobile,Action/Adventure,Ninjago,Legacy,2019,376,4,Box,29.99
70668-1,Jay's Storm Fighter,Action/Adventure,Ninjago,Legacy,2019,490,4,Box,39.99
70669-1,Cole's Earth Driller,Action/Adventure,Ninjago,Legacy,2019,587,4,Box,49.99
70670-1,Monastery of Spinjitzu,Action/Adventure,Ninjago,Legacy,2019,1070,8,Box,79.99000000000000
70679-1,The Ultra Dragon,Action/Adventure,Ninjago,Legacy,2019,951,6,Box,84.99000000000000
70680-1,Monastery Training,Action/Adventure,Ninjago,Legacy,2019,122,2,Box,9.99
70820-1,LEGO Movie Maker,Licensed,The Lego Movie 2: The Second Part,Miscellaneous,2019,482,0,Box,49.99
70821-1,Emmet and Benny's 'Build and Fix' Workshop!,Licensed,The Lego Movie 2: The Second Part,NA,2019,117,2,Box,19.99
70822-1,Unikitty's Sweetest Friends EVER!,Licensed,The Lego Movie 2: The Second Part,NA,2019,76,3,Box,9.99
70823-1,Emmet's Thricycle!,Licensed,The Lego Movie 2: The Second Part,NA,2019,174,1,Box,14.99
70824-1,Introducing Queen Watevra Wa'Nabi,Licensed,The Lego Movie 2: The Second Part,NA,2019,115,3,Box,19.99
70825-1,Queen Watevra's Build Whatever Box!,Licensed,The Lego Movie 2: The Second Part,NA,2019,455,0,Box,39.99
70826-1,Rex's Rex-treme Offroader!,Licensed,The Lego Movie 2: The Second Part,NA,2019,236,2,Box,29.99
70827-1,Ultrakatty & Warrior Lucy!,Licensed,The Lego Movie 2: The Second Part,NA,2019,348,2,Box,29.99
70828-1,Pop-Up Party Bus,Licensed,The Lego Movie 2: The Second Part,NA,2019,1024,4,Box,79.99000000000000
70829-1,Emmet and Lucy's Escape Buggy!,Licensed,The Lego Movie 2: The Second Part,NA,2019,550,0,Box,49.99
70830-1,Sweet Mayhem's Systar Starship!,Licensed,The Lego Movie 2: The Second Part,NA,2019,502,3,Box,69.99000000000000
70831-1,Emmet's Dream House/Rescue Rocket!,Licensed,The Lego Movie 2: The Second Part,NA,2019,706,4,Box,69.99000000000000
70832-1,Emmet's Builder Box!,Licensed,The Lego Movie 2: The Second Part,NA,2019,125,0,Plastic box,29.99
70833-1,Lucy's Builder Box!,Licensed,The Lego Movie 2: The Second Part,NA,2019,141,2,Plastic box,29.99
70834-1,MetalBeard's Heavy Metal Motor Trike!,Licensed,The Lego Movie 2: The Second Part,NA,2019,461,2,Box,59.99
70835-1,Rex's Rexplorer!,Licensed,The Lego Movie 2: The Second Part,NA,2019,1187,0,Box,119.99000000000000
70836-1,Battle-Ready Batman and MetalBeard,Licensed,The Lego Movie 2: The Second Part,NA,2019,168,2,Box,19.99
70837-1,Shimmer & Shine Sparkle Spa!,Licensed,The Lego Movie 2: The Second Part,NA,2019,691,0,Box,69.99000000000000
70838-1,Queen Watevra's ‘So-Not-Evil' Space Palace,Licensed,The Lego Movie 2: The Second Part,NA,2019,995,0,Box,99.99000000000000
70839-1,The Rexcelsior!,Licensed,The Lego Movie 2: The Second Part,NA,2019,1826,0,Box,149.99
70840-1,Welcome to Apocalypseburg!,Licensed,The Lego Movie 2: The Second Part,NA,2019,3178,13,Box,299.99000000000000
70841-1,Benny's Space Squad,Licensed,The Lego Movie 2: The Second Part,NA,2019,68,5,Box,9.99
70842-1,Emmet's Triple-Decker Couch Mech,Licensed,The Lego Movie 2: The Second Part,NA,2019,312,0,Box,29.99
71023-0,LEGO Minifigures - The LEGO Movie 2: The Second Part {Random Bag},Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,NA,0,Foil pack,NA
71023-1,Awesome Remix Emmet,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,7,1,Foil pack,NA
71023-10,Swamp Creature,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-11,Candy Rapper,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,8,1,Foil pack,NA
71023-12,Gone Golfin' President Business,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-13,Apocalypseburg Abe,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,7,1,Foil pack,NA
71023-14,Vest Friend Rex,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-15,Kitty Pop,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,7,1,Foil pack,NA
71023-16,Dorothy Gale & Toto,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,7,1,Foil pack,NA
71023-17,Cowardly Lion,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-18,Scarecrow,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-19,Tin Man,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,8,1,Foil pack,NA
71023-2,Battle-Ready Lucy,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,8,1,Foil pack,NA
71023-20,Unikitty,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,15,1,Foil pack,NA
71023-21,LEGO Minifigures - The LEGO Movie 2: The Second Part - Complete,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,NA,20,NA,NA
71023-22,LEGO Minifigures - The LEGO Movie 2: The Second Part - Sealed Box,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,NA,0,NA,3.9900000000000000
71023-3,Apocalypse Benny,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,8,1,Foil pack,NA
71023-4,Giraffe Guy,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-5,Crayon Girl,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-6,Sherry Scratchen-Post & Scarfield,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-7,Hula Lula,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,8,1,Foil pack,NA
71023-8,Watermelon Dude,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,6,1,Foil pack,NA
71023-9,Flashback Lucy,Miscellaneous,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,7,1,Foil pack,NA
75223-1,Naboo Starfighter Microfighter,Licensed,Star Wars,MicroFighters,2019,62,1,Box,9.99
75224-1,Sith Infiltrator Microfighter,Licensed,Star Wars,MicroFighters,2019,92,1,Box,9.99
75225-1,Elite Praetorian Guard Battle Pack,Licensed,Star Wars,The Last Jedi,2019,109,5,Box,14.99
75226-1,Inferno Squad Battle Pack,Licensed,Star Wars,Battlefront,2019,118,4,Box,14.99
75228-1,Escape Pod vs. Dewback Microfighters,Licensed,Star Wars,MicroFighters,2019,177,3,Box,19.99
75229-1,Death Star Escape,Licensed,Star Wars,Episode IV,2019,329,4,Box,29.99
75233-1,Droid Gunship,Licensed,Star Wars,Episode III,2019,389,4,Box,49.99
75234-1,AT-AP Walker,Licensed,Star Wars,Episode III,2019,689,5,Box,59.99
75235-1,X-wing Starfighter Trench Run,Licensed,Star Wars,4,2019,132,3,Box,29.99
75236-1,Duel on Starkiller Base,Licensed,Star Wars,The Force Awakens,2019,191,0,Box,NA
75237-1,TIE Fighter Attack,Licensed,Star Wars,4,2019,77,2,Box,19.99
75238-1,Action Battle Endor Assault,Licensed,Star Wars,Episode VI,2019,193,0,Box,NA
75239-1,{Hoth Generator},Licensed,Star Wars,Episode V,2019,NA,0,NA,NA
75240-1,Major Vonreg's TIE Fighter,Licensed,Star Wars,Resistance,2019,496,0,Box,NA
75241-1,Action Battle Echo Base Defence,Licensed,Star Wars,Episode V,2019,504,0,Box,NA
75242-1,Black Ace TIE Interceptor,Licensed,Star Wars,Resistance,2019,396,0,Box,NA
75243-1,75243 Slave I – 20th Anniversary Edition,Licensed,Star Wars,Episode V,2019,1007,0,Box,119.99000000000000
75247-1,Rebel A-wing Starfighter,Licensed,Star Wars,4,2019,62,2,Box,14.99
75258-1,Anakin's Podracer – 20th Anniversary Edition,Licensed,Star Wars,Episode I,2019,279,0,Box,29.99
75259-1,Snowspeeder – 20th Anniversary Edition,Licensed,Star Wars,Episode V,2019,309,0,Box,39.99
75261-1,Clone Scout Walker – 20th Anniversary Edition,Licensed,Star Wars,Episode III,2019,250,0,Box,29.99
75262-1,Imperial Dropship – 20th Anniversary Edition,Licensed,Star Wars,Legends,2019,125,0,Box,19.99
75890-1,Ferrari F40 Competizione,Licensed,Speed Champions,Ferrari,2019,198,0,Box,14.99
75891-1,Chevrolet Camaro ZL1 Race Car,Licensed,Speed Champions,Chevrolet,2019,198,1,Box,14.99
75892-1,McLaren Senna,Licensed,Speed Champions,McLaren,2019,219,1,Box,14.99
75893-1,2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T,Licensed,Speed Champions,Dodge,2019,478,3,Box,29.99
75894-1,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,Licensed,Speed Champions,Mini,2019,481,0,Box,49.99
75934-1,Dilophosaurus on the Loose,Licensed,Jurassic World,Legend of Isla Nublar,2019,168,0,Box,19.99
75935-1,Baryonyx Face-Off: The Treasure Hunt,Licensed,Jurassic World,Legend of Isla Nublar,2019,434,0,Box,59.99
75937-1,Triceratops Rampage,Licensed,Jurassic World,Legend of Isla Nublar,2019,447,0,Box,59.99
75938-1,T. rex vs Dino-Mech Battle,Licensed,Jurassic World,Legend of Isla Nublar,2019,716,0,Box,89.99000000000000
75970-1,Tracer vs. Widowmaker,Licensed,Overwatch,NA,2019,129,2,Box,14.99
75971-1,Hanzo vs. Genji,Licensed,Overwatch,NA,2019,197,3,Box,19.99
75972-1,Dorado Showdown,Licensed,Overwatch,NA,2019,419,3,Box,29.99
75973-1,D.Va & Reinhardt,Licensed,Overwatch,NA,2019,455,2,Box,39.99
75974-1,Bastion,Licensed,Overwatch,NA,2019,602,0,Box,49.99
75975-1,Watchpoint: Gibraltar,Licensed,Overwatch,NA,2019,730,4,Box,NA
76113-1,Spider-Man Bike Rescue,Licensed,Marvel Super Heroes,Spider-Man,2019,235,3,Box,19.99
76114-1,Spider-Man's Spider Crawler,Licensed,Marvel Super Heroes,Spider-Man,2019,418,4,Box,39.99
76115-1,Spider Mech vs. Venom,Licensed,Marvel Super Heroes,Spider-Man,2019,604,4,Box,49.99
76116-1,Batman Batsub and the Underwater Clash,Licensed,DC Comics Super Heroes,Batman,2019,174,0,Box,19.99
76117-1,Batman Mech vs. Poison Ivy Mech,Licensed,DC Comics Super Heroes,Batman,2019,375,0,Box,39.99
76127-1,Captain Marvel and The Skrull Attack,Licensed,Marvel Super Heroes,Miscellaneous,2019,307,3,Box,29.99
76133-1,Spider-Man Car Chase,Licensed,Marvel Super Heroes,Spider-Man,2019,52,2,Box,9.99
76134-1,Spider-Man: Doc Ock Diamond Heist,Licensed,Marvel Super Heroes,Spider-Man,2019,150,0,Box,29.99
80101-1,Chinese New Year's Eve Dinner,Miscellaneous,Seasonal,Chinese New Year,2019,615,6,Box,NA
80102-1,Dragon Dance,Miscellaneous,Seasonal,Chinese New Year,2019,622,5,Box,NA
81000-1,Koi,Miscellaneous,FORMA,NA,2019,294,0,Box,NA
81001-1,Shark Skin,Miscellaneous,FORMA,NA,2019,NA,0,NA,NA
81002-1,Splash Koi Skin,Miscellaneous,FORMA,NA,2019,NA,0,NA,NA
81003-1,Ink Koi Skin,Miscellaneous,FORMA,NA,2019,NA,0,NA,NA
853865-1,TLM2 Accessory Set 2019,Licensed,The Lego Movie 2: The Second Part,Miscellaneous,2019,48,4,Blister pack,12.99
853866-1,Oni Battle Pack,Action/Adventure,Ninjago,March of the Oni,2019,36,3,Blister pack,12.99
853867-1,Emmet Keyring,Miscellaneous,Gear,Key Chains/The LEGO Movie 2,2019,NA,0,NA,4.99
853874-1,Emmet Pod,Licensed,The Lego Movie 2: The Second Part,Miscellaneous,2019,NA,1,Blister pack,8.99
853875-1,Sweet Mayhem's Disco Pod,Licensed,The Lego Movie 2: The Second Part,Miscellaneous,2019,NA,1,Blister pack,8.99
853877-1,TLM2 Hydration Bottle,Miscellaneous,Gear,Housewares,2019,NA,0,NA,12.99
853878-1,TLM2 Notebook,Miscellaneous,Gear,Stationery,2019,NA,0,NA,12.99
853882-1,Stephanie Key Chain,Miscellaneous,Gear,Key Chains/Friends,2019,NA,0,NA,4.99
853883-1,Olivia Key Chain,Miscellaneous,Gear,Key Chains/Friends,2019,NA,0,NA,4.99
853886-1,Friends Phone Cover,Miscellaneous,Gear,Phone cases,2019,NA,0,NA,NA
853899-1,Lloyd's Kendo Training Pod,Action/Adventure,Ninjago,Sons of Garmadon,2019,25,0,NA,8.99
853918-1,City Firefighter Key Chain,Miscellaneous,Gear,Key Chains,2019,NA,0,NA,4.99
853921-1,Brick Stickers,Miscellaneous,Xtra,NA,2019,NA,0,NA,NA
853947-1,Luke Skywalker Key Chain,Miscellaneous,Gear,Key Chains/Star Wars,2019,NA,0,NA,4.99
853948-1,Princess Leia Key Chain,Miscellaneous,Gear,Key Chains/Star Wars,2019,NA,0,NA,4.99
853949-1,Kylo Ren Key Chain,Miscellaneous,Gear,Key Chains/Star Wars,2019,NA,0,NA,4.99
853950-1,Spider Man Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2019,NA,0,NA,4.99
853951-1,Batman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2019,NA,0,NA,4.99
853952-1,Superman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2019,NA,0,NA,4.99
853953-1,Batwoman Key Chain,Miscellaneous,Gear,Key Chains/Super Heroes,2019,NA,0,NA,4.99
853954-1,Ariel Keyring,Miscellaneous,Gear,Key Chains,2019,NA,0,NA,4.99
853955-1,Aurora Keyring,Miscellaneous,Gear,Key Chains,2019,NA,0,NA,4.99
